,Title,Metascore,tomatoMeter,tomatoUserMeter,scaledIMDb,Mean_Rating
20065,Supergirl,,,,64.92673922572905,64.92673922572905
27845,From Hare to Heir,,,,64.92598959762587,64.92598959762587
8670,Split Wide Open,,,67.0,62.84830217209121,64.92415108604561
31215,Ventriloquist Cat,,,,64.9218625827571,64.9218625827571
30795,Out of Scale,,,,64.9218625827571,64.9218625827571
40676,The Cotton Club,,75.0,55.0,64.76410767913153,64.92136922637718
27618,Harry og kammertjeneren,,,,64.91507866517154,64.91507866517154
6112,Vidocq,,,65.0,64.82947353792137,64.9147367689607
19106,Visa USA,,,67.0,62.82876329987401,64.91438164993701
26486,You're a Big Boy Now,,80.0,52.0,62.738961600416374,64.91298720013879
37966,Nerve,58.0,56.0,77.0,68.64035984698472,64.91008996174618
12325,Butterbox Babies,,,67.0,62.81982536434658,64.90991268217329
34077,Boom Town,,,62.0,67.81936409503496,64.90968204751748
4260,Reno: Rebel Without a Pause,54.0,78.0,,62.72797332863148,64.90932444287716
17753,Polizei,,,,64.90723978992229,64.90723978992229
17410,BraveStarr: The Legend,,,,64.90685773845087,64.90685773845087
25496,Spheres,,,,64.90438807731519,64.90438807731519
21639,Joni,,,67.0,62.802853769125484,64.90142688456274
1174,Other Worlds,,,,64.90127502219605,64.90127502219605
34255,My Love Came Back,,,67.0,62.802366381317924,64.90118319065897
27016,Zhivyot takoy paren,,,,64.90001459877108,64.90001459877108
7553,Wild Zero,,,,64.89844929503067,64.89844929503067
13195,Blue Sky,,74.0,57.0,63.69455829260501,64.898186097535
9645,Nico the Unicorn,,,68.0,61.79345744844957,64.89672872422479
19692,Anna & Bella,,,,64.89650582328511,64.89650582328511
33323,Always in My Heart,,,67.0,62.782540441585,64.8912702207925
34248,Mr. Mouse Takes a Trip,,,,64.88844886046095,64.88844886046095
668,Family Portrait,,,64.0,65.77583339847286,64.88791669923643
32999,The Adventures of Smilin' Jack,,,,64.88785970547889,64.88785970547889
27407,Mathias Sandorf,,,,64.88527497417216,64.88527497417216
13324,Droh Kaal,,,,64.88493673534275,64.88493673534275
18917,Mother Teresa,,,,64.88447370610683,64.88447370610683
8389,No Trains No Planes,,,,64.88426958490491,64.88426958490491
1656,Zivot je cudo,,,,64.8800262440973,64.8800262440973
2393,Kroko,,,,64.87958653215529,64.87958653215529
5749,Poranek kojota,,,,64.87916906213862,64.87916906213862
35772,Bonnie Scotland,,,64.0,65.75831723555332,64.87915861777665
5335,Indian Summer,,65.0,66.0,63.63525412568427,64.87841804189476
21872,"Artista, dolarii si Ardelenii",,,,64.87829790545865,64.87829790545865
37120,Murder!,,93.0,38.0,63.63390919251938,64.8779697308398
35252,Moose Hunters,,,,64.87651005048971,64.87651005048971
26789,Belarmino,,,,64.87646683095019,64.87646683095019
25281,Calcutta,,,,64.8748980717235,64.8748980717235
19662,Zimniy vecher v Gagrakh,,,,64.8748980717235,64.8748980717235
31887,Birth of a Notion,,,,64.87420003701604,64.87420003701604
19342,Huey Long,,,,64.87420003701604,64.87420003701604
31107,Mutiny on the Bunny,,,,64.87420003701604,64.87420003701604
33249,Spook Louder,,,,64.87391145632938,64.87391145632938
4897,Bruno,,,67.0,62.74587720847178,64.87293860423588
29549,Up a Tree,,,,64.86982124780107,64.86982124780107
1032,"McDull, Prince de la Bun",,,65.0,64.73834766698523,64.86917383349262
29408,Lumber Jerks,,,,64.8682409586565,64.8682409586565
35285,Playing the Ponies,,,,64.8677892746222,64.8677892746222
33612,Syncopation,,,67.0,62.72941573003077,64.86470786501539
4928,Chasing Destiny,,,68.0,61.72614624616004,64.86307312308003
36582,Une nuit sur le mont chauve,,,,64.86162989769548,64.86162989769548
35580,Mickey's Polo Team,,,,64.86080015050615,64.86080015050615
33626,Three Smart Saps,,,,64.86050674475392,64.86050674475392
15588,Gang Leader,,,,64.85665685659853,64.85665685659853
30719,His Mouse Friday,,,,64.85608996540806,64.85608996540806
27067,Cleopatra,,55.0,70.0,69.5626147916311,64.8542049305437
29121,New Delhi,,,,64.85137432555015,64.85137432555015
22191,Road Warriors: The Life and Death of Wrestling's Most Dominant Tag Team,,,,64.84995106152502,64.84995106152502
23170,Robin and Marian,,76.0,53.0,65.54591013415873,64.84863671138625
28153,Marie-Octobre,,,,64.84665322145139,64.84665322145139
21700,Ogro,,,,64.84447636887302,64.84447636887302
32553,Herr Meets Hare,,,,64.84447636887302,64.84447636887302
24856,Shinbone Alley,,,67.0,62.688419069600776,64.84420953480038
23526,Turok 2: Seeds of Evil,,,,64.8433095444174,64.8433095444174
25919,Camelot,,,,64.84266040178792,64.84266040178792
25319,En marchant,,,,64.84171090331267,64.84171090331267
24934,...tick... tick... tick...,,,66.0,63.68270012907991,64.84135006453995
30564,With a Song in My Heart,,,64.0,65.68199632855766,64.84099816427883
10003,True Friends,,,,64.8399034896579,64.8399034896579
24166,Resurrection of Eve,,,67.0,62.67797833570248,64.83898916785124
8405,Oi! Warning,,,67.0,62.67293814769725,64.83646907384863
36099,Flirtation Walk,,100.0,33.0,61.50596042738171,64.83532014246056
29428,Mouse for Sale,,,,64.83301879100871,64.83301879100871
27142,Kozara,,,,64.83245702856942,64.83245702856942
32515,Donald's Crime,,,,64.83238933571235,64.83238933571235
4533,Don't Touch the White Woman!,,,67.0,62.66067764531421,64.8303388226571
7722,Bloodbath,,,,64.82696006836638,64.82696006836638
14925,Hugh Hefner: Once Upon a Time,,,67.0,62.65286530544444,64.82643265272222
15543,The Doors: The Soft Parade,,,,64.8263241501132,64.8263241501132
31321,Doggone Tired,,,,64.82612559273156,64.82612559273156
10712,Mar Baum,,,67.0,62.64551395649734,64.82275697824866
15700,London Kills Me,,,67.0,62.64473380885854,64.82236690442927
26810,Dear Heart,,,63.0,66.64377753397702,64.82188876698851
28548,Ten North Frederick,,,,64.82026139888613,64.82026139888613
35914,Mickey's Service Station,,,,64.81853690305249,64.81853690305249
2224,Hang Time,,,,64.81830806744034,64.81830806744034
31008,Dopey Dicks,,,,64.81821398872867,64.81821398872867
36354,Building a Building,,,,64.81345169297563,64.81345169297563
27433,Panic in Year Zero!,,67.0,62.0,65.440177245909,64.813392415303
31869,You Were Never Duckier,,,,64.81231363425532,64.81231363425532
33345,Billion Dollar Limited,,,,64.81158883707886,64.81158883707886
8978,Asunder,,,69.0,60.620574171767046,64.81028708588352
7638,Angela's Ashes,54.0,52.0,81.0,72.23259480097202,64.80814870024301
32837,Idle Roomers,,,,64.80615782252136,64.80615782252136
17231,Stradivari,,,,64.80539484243978,64.80539484243978
31027,Golden Salamander,,,67.0,62.60692566374624,64.80346283187312
20563,Voenno-polevoy roman,,,,64.80210230323695,64.80210230323695
24987,Cockeyed Cowboys of Calico County,,,67.0,62.60328608655871,64.80164304327936
21262,Muzhiki!,,,,64.80133215823408,64.80133215823408
30249,Anything Can Happen,,,,64.80100161750501,64.80100161750501
34447,Calling All Curs,,,,64.7999534146227,64.7999534146227
26859,Haqeeqat,,,,64.7999534146227,64.7999534146227
27797,Bidaya wa nihaya,,,,64.79684161931678,64.79684161931678
3666,Foreigners out! Schlingensiefs Container,,,,64.79545793339224,64.79545793339224
13900,Undo,,,66.0,63.588385400014246,64.79419270000713
31821,Squareheads of the Round Table,,,,64.793674488528,64.793674488528
33650,What's the Matador?,,,,64.793674488528,64.793674488528
9031,Bio-Zombie,,,65.0,64.58648213622546,64.79324106811274
1468,Recess: Taking the Fifth Grade,,,64.0,65.58260937165166,64.79130468582582
36513,Parachute Jumper,,,,64.79062420136157,64.79062420136157
14170,Emilie Muller,,,,64.7896864869902,64.7896864869902
20816,Litan,,,67.0,62.57662942043815,64.78831471021908
5707,Paperboys,,,67.0,62.57494937845577,64.78747468922788
33494,Loco Boy Makes Good,,,,64.78600719863387,64.78600719863387
33449,How to Play Baseball,,,,64.7836300794927,64.7836300794927
33519,Mr. Wise Guy,,,,64.77953684641243,64.77953684641243
29492,Simon and Laura,,,67.0,62.55768992444949,64.77884496222475
39493,Little Big Top,,,67.0,62.55738530318535,64.77869265159268
37433,Dick Turpin,,,,64.77833027041177,64.77833027041177
12857,Restoration,,69.0,59.0,66.32901868141735,64.77633956047245
683,Fighter Pilot: Operation Red Flag,,56.0,74.0,64.3247304998523,64.77491016661743
38424,Water & Power,,,67.0,62.54931518949867,64.77465759474933
36603,Are You Listening?,,,,64.77458016769904,64.77458016769904
26311,JAG,,,,64.77408195060575,64.77408195060575
32758,Cobra Woman,,100.0,33.0,61.31943279069402,64.77314426356467
5448,Late Summer,,,,64.77067212172773,64.77067212172773
26555,Fonazei o kleftis,,,,64.76905596420666,64.76905596420666
997,Love's Brother,,,66.0,63.53620204935141,64.7681010246757
638,Entreatos,,,,64.76805367217048,64.76805367217048
19526,Rupert and the Frog Song,,,,64.76786980281675,64.76786980281675
36822,Union Depot,,,,64.76755526011226,64.76755526011226
9055,Boleiros - Era Uma Vez o Futebol...,,,,64.76554912827683,64.76554912827683
16769,"Chyornaya roza - emblema pechali, krasnaya roza - emblema lyubvi",,,,64.76311737363565,64.76311737363565
7124,Pandaemonium,60.0,58.0,77.0,64.04583667005163,64.76145916751291
34744,Alexander's Ragtime Band,,80.0,48.0,66.2718349889477,64.75727832964924
32004,Hungry Hill,,,,64.75590126550973,64.75590126550973
4070,My Wrongs 8245-8249 and 117,,,,64.75444352016987,64.75444352016987
36824,Virtue,,,,64.7538801208037,64.7538801208037
4625,Washington Heights,65.0,79.0,54.0,61.00197472384142,64.75049368096036
6664,Flex,,,,64.74972534463949,64.74972534463949
2265,Hope Springs,65.0,75.0,56.0,62.98199079359483,64.74549769839871
19307,Fright Night,64.0,72.0,59.0,63.976998731135836,64.74424968278396
29143,Ransom!,,,64.0,65.48741358910986,64.74370679455492
33796,Hollywood Steps Out,,,,64.743584318805,64.743584318805
6274,Always a Bridesmaid,,,67.0,62.48633573626744,64.74316786813372
17223,Split,,,67.0,62.48465291365059,64.7423264568253
3574,Dummy,48.0,70.0,74.0,66.96922435699427,64.74230608924857
23893,Together Brothers,,,67.0,62.481321965790464,64.74066098289524
26222,Borom sarret,,,65.0,64.47842122578757,64.73921061289379
38906,Real Steel,56.0,59.0,73.0,70.95562116720474,64.73890529180119
7699,Best Man in Grass Creek,,,67.0,62.476734826565774,64.73836741328289
7632,Analyze This,61.0,69.0,62.0,66.95195139328662,64.73798784832165
20770,Idemo dalje,,,,64.73749140246485,64.73749140246485
39915,Crank,57.0,61.0,71.0,69.94919070520262,64.73729767630066
10972,Sex and Violence,,,,64.73577131023144,64.73577131023144
23591,Zaklete rewiry,,,,64.73577131023144,64.73577131023144
25879,"Yours, Mine and Ours",,44.0,80.0,70.20683525288422,64.73561175096141
29768,No Parking Hare,,,,64.73409282720172,64.73409282720172
6643,Fandango,,50.0,78.0,66.19707962357832,64.7323598745261
18148,Extreme Prejudice,,71.0,58.0,65.19620155888249,64.73206718629416
38010,1982,,67.0,64.0,63.19556097342365,64.73185365780789
39132,Mao's Last Dancer,55.0,55.0,77.0,71.9263281490752,64.7315820372688
35078,3 Dumb Clucks,,,,64.72682155216056,64.72682155216056
28147,Li'l Abner,,,65.0,64.45356624056949,64.72678312028475
6540,Dead Babies,,,72.0,57.45338025216923,64.72669012608462
38114,The Intern,51.0,62.0,74.0,71.90354113404732,64.72588528351183
2083,Falling Angels,,63.0,66.0,65.17552679570335,64.72517559856779
5869,Serendipity,52.0,59.0,79.0,68.89957551980315,64.72489387995078
845,I Heart Huckabees,55.0,62.0,75.0,66.89646647605993,64.72411661901498
12375,Copycat,54.0,75.0,64.0,65.89284899791795,64.72321224947949
3514,Defiance,58.0,57.0,72.0,71.8916687810958,64.72291719527395
16421,Phobia,,,,64.72289055139201,64.72289055139201
23475,...No Lies,,,,64.72169685995334,64.72169685995334
22765,Mort d'un pourri,,,64.0,65.44289593631444,64.72144796815722
16884,It's Kind of a Funny Story,63.0,58.0,66.0,71.88131612351852,64.72032903087963
22946,"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",,82.0,50.0,62.160735244485906,64.7202450814953
9266,Falling Sky,,,,64.71971621053282,64.71971621053282
17508,Dorogaya Yelena Sergeevna,,,,64.71903880808254,64.71903880808254
23588,Yessongs,,,,64.71765850275074,64.71765850275074
39536,The Duchess,62.0,61.0,67.0,68.86192689772633,64.71548172443158
32695,Wild and Woolfy,,,,64.7134478676055,64.7134478676055
34512,Goofy and Wilbur,,,,64.71340781924735,64.71340781924735
31548,Winter Storage,,,,64.70785018699524,64.70785018699524
4970,Cornered,,,,64.70782144063458,64.70782144063458
36516,Penthouse,,,,64.70760900849784,64.70760900849784
37507,Souls for Sale,,,64.0,65.4136514610378,64.7068257305189
23978,Cahill U.S. Marshal,,,65.0,64.41251737737824,64.70625868868912
4054,Mujhse Dosti Karoge!,,,76.0,53.4075630111905,64.70378150559524
28583,"Whoa, Be-Gone!",,,,64.70243128551007,64.70243128551007
30886,Three Guys Named Mike,,,67.0,62.40294790576819,64.7014739528841
37604,When the Clouds Roll by,,,,64.69990683916893,64.69990683916893
36071,Change of Heart,,,,64.69862662713301,64.69862662713301
38701,The Ghastly Love of Johnny X,,,68.0,61.395568144768895,64.69778407238445
33307,Yankee Doodle Daffy,,,,64.69486564088328,64.69486564088328
8831,Verdi,,,,64.69469346926749,64.69469346926749
17537,Feelings of Mountains and Waters,,,,64.69331086114705,64.69331086114705
34810,Dick Tracy Returns,,,,64.69331086114705,64.69331086114705
33548,Pigs in a Polka,,,,64.68809504447069,64.68809504447069
32606,Nasty Quacks,,,,64.68544867652001,64.68544867652001
36348,Misère au Borinage,,,,64.68544867652001,64.68544867652001
29645,Downhearted Duckling,,,,64.68539181886713,64.68539181886713
30693,French Rarebit,,,,64.68459426523856,64.68459426523856
15666,Karniggels,,,,64.68459426523856,64.68459426523856
10416,Epsilon,,,68.0,61.36789986701338,64.68394993350668
3243,Alone,,,61.0,68.36607092606376,64.68303546303187
29978,Don's Fountain of Youth,,,,64.67976025406598,64.67976025406598
23730,Fritz Lang Interviewed by William Friedkin,,,,64.67775682782319,64.67775682782319
32227,Daffy Doodles,,,,64.67764477834292,64.67764477834292
26050,Maugli. Poslednyaya okhota Akely,,,,64.6770975751,64.6770975751
28986,Chips Ahoy,,,,64.67425967974437,64.67425967974437
29385,Jumpin' Jupiter,,,,64.67425967974437,64.67425967974437
29187,Stupor Duck,,,,64.67412187551429,64.67412187551429
40299,Revolution #9,63.0,76.0,56.0,63.69147251996651,64.67286812999163
5802,Revolution #9,63.0,76.0,56.0,63.69147251996651,64.67286812999163
20983,Vasika... kalispera sas,,,,64.67178963407167,64.67178963407167
23301,Butterflies,,,,64.67178963407167,64.67178963407167
32531,Flirty Birdy,,,,64.67145852632419,64.67145852632419
7056,Nationale 7,,,,64.67055222914125,64.67055222914125
15924,There's Nothing Out There,,,67.0,62.33783090218289,64.66891545109144
32923,Russian Rhapsody,,,,64.66804230919189,64.66804230919189
31728,Mickey and the Seal,,,,64.66703195785601,64.66703195785601
30840,Scrambled Brains,,,,64.66666027216652,64.66666027216652
32400,Step by Step,,,,64.66400761685931,64.66400761685931
28834,Rabbit Romeo,,,,64.66310631529923,64.66310631529923
2595,Neverland,,,,64.66185732021792,64.66185732021792
2668,Our House,,,,64.65877938882649,64.65877938882649
8066,Haut les coeurs!,,,,64.65816446960588,64.65816446960588
27540,Alye parusa,,,,64.65816446960588,64.65816446960588
20562,Vlyublyon po sobstvennomu zhelaniyu,,,,64.65816446960588,64.65816446960588
24704,Escape from the Planet of the Apes,,78.0,53.0,62.97391311333922,64.65797103777975
23482,One of Our Dinosaurs Is Missing,,,68.0,61.312019938095744,64.65600996904787
25221,Vella kalpi,,,,64.65513793841056,64.65513793841056
28021,Apes of Wrath,,,,64.65513793841056,64.65513793841056
4905,Bullet in the Brain,,,,64.65417362553976,64.65417362553976
27269,Adventures of the Road-Runner,,,,64.65417362553976,64.65417362553976
34377,Tugboat Mickey,,,,64.65321676169937,64.65321676169937
40011,Find Me Guilty,65.0,61.0,62.0,70.61209114465575,64.65302278616394
20314,"Idi mi, dodji mi",,,,64.6529116277732,64.6529116277732
26195,Africa addio,,,63.0,66.30439528421705,64.65219764210852
3175,Zurdo,,,66.0,63.29860923976046,64.64930461988023
26592,In Harm's Way,,40.0,82.0,71.93825377293368,64.64608459097789
37337,Zvenigora,,,,64.64582782378633,64.64582782378633
33053,Cry 'Havoc',,,,64.6453070371497,64.6453070371497
23993,Cleopatra Jones,,90.0,44.0,59.93386097459399,64.64462032486466
27791,Baronessen fra benzintanken,,,,64.64312641974217,64.64312641974217
40323,The Importance of Being Earnest,60.0,58.0,72.0,68.5701246768886,64.64253116922215
251,06/05,,,,64.64222793423173,64.64222793423173
40627,The Addams Family,,60.0,66.0,67.92476736429029,64.6415891214301
10508,Grizzly Mountain,,,68.0,61.28127804666121,64.6406390233306
2717,Piglet's Big Movie,62.0,71.0,65.0,60.56223202062512,64.64055800515628
37729,Ingeborg Holm,,,,64.63765267497337,64.63765267497337
35146,Don Donald,,,,64.63765267497337,64.63765267497337
31542,Wags to Riches,,,,64.63594524441875,64.63594524441875
14931,I Don't Buy Kisses Anymore,,,67.0,62.2715142876323,64.63575714381615
34967,Polar Trappers,,,,64.6351724204724,64.6351724204724
7206,Rebels with a Cause,51.0,,80.0,62.901825948064484,64.63394198268816
3748,Haunted,,80.0,51.0,62.90129372757258,64.63376457585753
32814,Hare Force,,,,64.63328903948212,64.63328903948212
15943,Ucieczka z kina 'Wolnosc',,,,64.63328903948212,64.63328903948212
34805,Daffy Duck in Hollywood,,,,64.63161267350398,64.63161267350398
23063,Izbavitelj,,,,64.63161267350398,64.63161267350398
29703,Homesteader Droopy,,,,64.62953184419872,64.62953184419872
25102,Machibuse,,,64.0,65.25495633714688,64.62747816857345
32940,Something for the Boys,,,67.0,62.2500488107808,64.6250244053904
25974,Fitzwilly,,,65.0,64.24854687110025,64.62427343555012
1711,All Tomorrow's Parties,,,64.0,65.24685594706902,64.62342797353452
14430,Oglinda,,,,64.62340682156258,64.62340682156258
27498,Twice Round the Daffodils,,,67.0,62.245572586356175,64.62278629317808
30867,Sugarfoot,,,,64.62273931268308,64.62273931268308
8600,Sex Files: Alien Erotica,,,67.0,62.24441136432711,64.62220568216355
32781,Duck Soup to Nuts,,,,64.61841778452956,64.61841778452956
24351,Eat the Document,,,,64.61841778452956,64.61841778452956
17172,Route One USA,,,,64.61815512307317,64.61815512307317
24280,Ballet Adagio,,,,64.61815512307317,64.61815512307317
32706,Ali Baba and the Forty Thieves,,,,64.61716021159775,64.61716021159775
19817,The Ghost Busters,,,,64.6152977737265,64.6152977737265
24786,"Mary, Queen of Scots",,,58.0,71.2246730029793,64.61233650148965
35046,Three Missing Links,,,,64.61164644349886,64.61164644349886
29106,Michel Strogoff,,,,64.61164644349886,64.61164644349886
32840,In Society,,,60.0,69.21915262512077,64.60957631256039
31874,All Gummed Up,,,,64.60696205240606,64.60696205240606
31055,Hurdy-Gurdy Hare,,,,64.6059253261579,64.6059253261579
27714,Saptapadi,,,,64.60587851818629,64.60587851818629
36830,What Price Hollywood?,,,59.0,70.21143629082994,64.60571814541497
23137,Olsenbanden for full musikk,,,,64.60349846398441,64.60349846398441
21223,"Ladies and Gentlemen, the Fabulous Stains",,,63.0,66.20684541259234,64.60342270629617
18302,Marilyn Monroe: Beyond the Legend,,,,64.60224558123318,64.60224558123318
24338,Dirty Little Billy,,,67.0,62.202662425088356,64.60133121254418
34844,Good Scouts,,,,64.60017390334684,64.60017390334684
1374,Siblings,,,,64.59905081447907,64.59905081447907
26832,First Men in the Moon,,75.0,53.0,65.79441239932353,64.59813746644117
5089,Emil und die Detektive,,,,64.59471987214957,64.59471987214957
615,DysEnchanted,,,,64.59471987214957,64.59471987214957
35294,Porky's Duck Hunt,,,,64.59446214778835,64.59446214778835
21912,Canada Vignettes: Log Driver's Waltz,,,,64.59377659749535,64.59377659749535
17735,Pass the Ammo,,,67.0,62.186598989677776,64.59329949483889
34372,Torrid Zone,,,64.0,65.18558678659585,64.59279339329792
30884,Three Arabian Nuts,,,,64.59114451833128,64.59114451833128
24550,Street Musique,,,,64.59088413678579,64.59088413678579
29907,Anarkali,,,,64.59051133467337,64.59051133467337
29570,About Mrs. Leslie,,,,64.59040946462464,64.59040946462464
30617,Car of Tomorrow,,,,64.5887200611875,64.5887200611875
38856,Freaky Deaky,,,,64.58808606115892,64.58808606115892
12308,Booy-E Pirahan-E Yusef,,,,64.58734854370365,64.58734854370365
12794,One Survivor Remembers,,,,64.58721172700271,64.58721172700271
629,Elevator Movie,,,67.0,62.174042590755114,64.58702129537755
30221,William Tell,,,,64.58441482922629,64.58441482922629
9887,Sombre,,,66.0,63.168825224037306,64.58441261201865
31717,Lucky Ducky,,,,64.58297095920899,64.58297095920899
13920,Vukovar Poste Restante,,,,64.58269873798551,64.58269873798551
35577,Mickey's Circus,,,,64.58177357821975,64.58177357821975
1812,Black Ball,,,67.0,62.162907378522235,64.58145368926111
30921,You Never Can Tell,,,,64.57829052078104,64.57829052078104
7135,Paul Is Dead,,,,64.57721482898846,64.57721482898846
37708,"Home, Sweet Home",,,67.0,62.15310872843997,64.57655436421999
3088,Van God Los,,,,64.57528655605438,64.57528655605438
24573,Trouble Man,,,65.0,64.14982912622978,64.57491456311489
34804,Crime School,,,,64.57463848241392,64.57463848241392
32210,Casey at the Bat,,,,64.57311753805433,64.57311753805433
16418,Perumthachan,,,,64.57217390165727,64.57217390165727
27867,Hyde and Go Tweet,,,,64.57145205987872,64.57145205987872
34812,Donald's Better Self,,,,64.57098565417573,64.57098565417573
36580,Twice Two,,,64.0,65.14094023232951,64.57047011616476
17170,Rosalie Goes Shopping,,63.0,69.0,61.7068162601941,64.56893875339803
31467,Riders in the Sky,,,,64.56734236587283,64.56734236587283
30031,Hare Trimmed,,,,64.56734236587283,64.56734236587283
12846,Pulkownik Kwiatkowski,,,,64.56684941255656,64.56684941255656
19411,Memory of the Camps,,,,64.566570683797,64.566570683797
16636,25 Ways to Quit Smoking,,,,64.56540441397814,64.56540441397814
28900,Tom's Photo Finish,,,,64.56495856801067,64.56495856801067
20722,Fish Heads,,,,64.56495480747007,64.56495480747007
31558,A-Lad-in His Lamp,,,,64.56495480747007,64.56495480747007
32831,How to Play Golf,,,,64.56444127349597,64.56444127349597
31323,Donald's Happy Birthday,,,,64.56444127349597,64.56444127349597
21333,Roar,65.0,76.0,54.0,63.23774413060464,64.55943603265116
6039,Tokyo Breakfast,,,,64.55938801038074,64.55938801038074
32673,Tiger Trouble,,,,64.55808245964315,64.55808245964315
32207,Canyon Passage,,,63.0,66.1116234844077,64.55581174220384
33013,Back from the Front,,,,64.55194729440468,64.55194729440468
27209,Son of Flubber,,86.0,46.0,61.630460802291,64.543486934097
28635,Bugsy and Mugsy,,,,64.54344872532037,64.54344872532037
30661,Droopy's Double Trouble,,,,64.54252973019946,64.54252973019946
20898,Querelle,,56.0,71.0,66.62576082559303,64.54192027519768
1130,Nobody's Perfect,,,68.0,61.08332789659974,64.54166394829987
37203,Bacon Grabbers,,,,64.5413065571328,64.5413065571328
33360,Cactus Makes Perfect,,,,64.5367240394261,64.5367240394261
30045,Isn't Life Wonderful,,,,64.53647892501627,64.53647892501627
6859,John Henry,,,,64.53593383249769,64.53593383249769
7526,Walk the Talk,,,,64.53546375655456,64.53546375655456
34408,Young People,,,66.0,63.06921170654022,64.53460585327011
19151,Adi Vasfiye,,,,64.53391405291795,64.53391405291795
24186,Showdown,,,70.0,59.06516173011255,64.53258086505627
2921,Spin the Bottle,,,67.0,62.05980745755785,64.52990372877892
23847,Romanzo popolare,,,,64.52953254708046,64.52953254708046
30081,Martin Luther,,,65.0,64.05690454891776,64.52845227445889
33275,Thunder Rock,,,65.0,64.05643378421883,64.52821689210941
31625,Daffy Dilly,,,,64.52746854408281,64.52746854408281
13970,Zivot a neobycejna dobrodruzstvi vojaka Ivana Conkina,,,,64.52661936340257,64.52661936340257
36083,Dames,,,62.0,67.05067008562408,64.52533504281203
29647,Drag-A-Long Droopy,,,,64.5250912478335,64.5250912478335
23031,Goluboy shchenok,,,,64.52144797731461,64.52144797731461
14883,Galaxies Are Colliding,,,67.0,62.0410084705813,64.52050423529064
33506,Matri-Phony,,,,64.51927671058482,64.51927671058482
33400,Electric Earthquake,,,,64.519250688802,64.519250688802
5790,Relativity,,,,64.51901651117063,64.51901651117063
2001,Dhool,,,64.0,65.03526634899168,64.51763317449584
27827,"Do widzenia, do jutra...",,,,64.51635711947391,64.51635711947391
38664,Now Is Good,,58.0,64.0,71.54819249193346,64.51606416397782
24050,Golgo 13,,,,64.51416463212253,64.51416463212253
32473,Booby Dupes,,,,64.51271806021597,64.51271806021597
7780,Cherry,,60.0,67.0,66.52462872673453,64.50820957557818
1485,This Land,,,,64.50708805515725,64.50708805515725
27662,Misty,,,66.0,63.01299453978588,64.50649726989295
169,One Day in Europe,,,65.0,64.01289811153771,64.50644905576885
31471,Rope of Sand,,,,64.50632642935666,64.50632642935666
31362,Hokus Pokus,,,,64.50615119613344,64.50615119613344
26361,Nevada Smith,,57.0,68.0,68.51556657703594,64.50518885901198
9056,Bombay Boys,,,,64.50264009864537,64.50264009864537
24842,Red Sky at Morning,,,,64.5020069204258,64.5020069204258
39588,Indiana Jones and the Kingdom of the Crystal Skull,65.0,77.0,54.0,62.00209380537867,64.50052345134466
12817,Paris Was a Woman,,60.0,70.0,63.49884216866376,64.49961405622126
3628,Fanalysis,,,,64.49957017803374,64.49957017803374
2878,Shubho Mahurat,,,,64.49588376092792,64.49588376092792
34271,Nutty But Nice,,,,64.49588376092792,64.49588376092792
7760,C'est quoi la vie?,,,,64.49429449305725,64.49429449305725
12816,Pari,,,,64.49421204568881,64.49421204568881
30629,Chow Hound,,,,64.49299276503142,64.49299276503142
38187,Pitch Perfect 2,63.0,66.0,64.0,64.96616957974881,64.4915423949372
15565,Father of the Bride,51.0,73.0,70.0,63.964875176187384,64.49121879404684
32611,Odor-Able Kitty,,,,64.4898663482154,64.4898663482154
37086,Hell's Heroes,,,,64.4898663482154,64.4898663482154
39492,Madagascar: Escape 2 Africa,61.0,64.0,66.0,66.9592026172791,64.48980065431978
21451,Aakrosh,,,62.0,66.97934540157146,64.48967270078573
21141,Eyewitness,,90.0,42.0,61.46672532211628,64.48890844070543
27472,Spetzialist po vsichko,,,,64.48733813399299,64.48733813399299
29273,Bearly Asleep,,,,64.48733813399299,64.48733813399299
28034,Baza ludzi umarlych,,,,64.48640116701701,64.48640116701701
38242,The DUFF,56.0,71.0,66.0,64.93661474740979,64.48415368685245
7487,U-571,62.0,68.0,62.0,65.93001128796274,64.48250282199069
8284,Man of the Century,44.0,71.0,77.0,65.92878940422582,64.48219735105646
15454,Breathing Fire,,,68.0,60.963000861998296,64.48150043099915
17915,Valentina,,,,64.48143066599583,64.48143066599583
32243,Donald's Double Trouble,,,,64.48099436516546,64.48099436516546
40072,Jarhead,58.0,61.0,68.0,70.92131817369108,64.48032954342277
33524,My Favorite Duck,,,,64.47980129329889,64.47980129329889
31876,Along Came Daffy,,,,64.47928104328726,64.47928104328726
34191,If I Forget You,,,,64.47744626799803,64.47744626799803
30241,Ain't She Tweet,,,,64.47655050840729,64.47655050840729
38850,Absentia,,86.0,49.0,58.423305922636814,64.4744353075456
11736,Lea,,,64.0,64.94792921915744,64.47396460957873
26946,Put oko sveta,,,,64.4723877998919,64.4723877998919
23085,Leadbelly,,,,64.47210139575702,64.47210139575702
34003,Timber,,,,64.47210139575702,64.47210139575702
30331,Fool Coverage,,,,64.47121356973268,64.47121356973268
34267,North West Mounted Police,,,,64.47069952070022,64.47069952070022
7995,Four Days,,,67.0,61.93929363593854,64.46964681796928
26396,Rakvickarna,,,63.0,65.9354033434865,64.46770167174324
